,Unnamed: 0,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
10748,,62002,2016-06-14 10:56:48,Germany,2208,GER2,Male,10.0,43,9.5,179,0.0,2016,6,179.0
10749,,62003,2016-06-14 11:25:36,Germany,2239,GER2,Female,7.0,37-38,5.0,179,0.0,2016,6,179.0
10750,,62004,2016-06-14 13:06:24,Germany,2197,GER1,Female,8.5,39,6.5,179,0.2,2016,6,143.20000000000002
10751,,62005,2016-06-14 14:04:00,Germany,2192,GER2,Male,15.0,48,14.5,199,0.3,2016,6,139.29999999999998
10752,,62006,2016-06-14 14:18:24,Canada,2181,CAN5,Male,9.5,42-43,9.0,159,0.0,2016,6,159.0
10753,,62006,2016-06-14 14:18:24,Canada,2169,CAN3,Male,8.5,41-42,8.0,139,0.0,2016,6,139.0
10754,,62006,2016-06-14 14:18:24,Canada,2157,CAN3,Male,9.5,42-43,9.0,199,0.2,2016,6,159.20000000000002
10755,,62007,2016-06-14 14:18:24,Canada,2147,CAN6,Male,12.0,45,11.5,199,0.3,2016,6,139.29999999999998
10756,,62008,2016-06-14 15:01:36,United States,2186,US13,Male,9.5,42-43,9.0,149,0.0,2016,6,149.0
10757,,62009,2016-06-14 15:16:00,United States,2242,US8,Female,8.0,38-39,6.0,139,0.2,2016,6,111.2
10758,,62010,2016-06-14 15:59:12,Germany,2217,GER1,Male,15.0,48,14.5,159,0.0,2016,6,159.0
10759,,62011,2016-06-14 16:13:36,United States,2209,US13,Male,8.5,41-42,8.0,139,0.0,2016,6,139.0
10760,,62012,2016-06-14 22:13:36,Germany,2221,GER2,Male,9.5,42-43,9.0,199,0.1,2016,6,179.1
10761,,62013,2016-06-14 22:42:24,Canada,2234,CAN6,Female,4.5,35,2.5,129,0.0,2016,6,129.0
10762,,62014,2016-06-15 03:44:48,United States,2212,US15,Female,4.5,35,2.5,169,0.3,2016,6,118.3
10763,,62015,2016-06-15 04:56:48,United States,2217,US8,Female,8.5,39,6.5,129,0.0,2016,6,129.0
10764,,62016,2016-06-15 09:30:24,Germany,2182,GER3,Male,10.5,43-44,10.0,139,0.0,2016,6,139.0
10765,,62017,2016-06-15 09:59:12,United States,2232,US12,Male,8.0,41,7.5,149,0.0,2016,6,149.0
10766,,62018,2016-06-15 10:13:36,United States,2184,US14,Male,9.5,42-43,9.0,179,0.0,2016,6,179.0
10767,,62019,2016-06-15 10:28:00,United Kingdom,2198,UK5,Female,8.0,38-39,6.0,129,0.0,2016,6,129.0
10768,,62020,2016-06-15 10:28:00,Germany,2179,GER1,Male,9.0,42,8.5,149,0.0,2016,6,149.0
10769,,62021,2016-06-15 12:08:48,Canada,2176,CAN6,Female,8.0,38-39,6.0,149,0.0,2016,6,149.0
10770,,62022,2016-06-15 12:52:00,Canada,2176,CAN1,Male,9.0,42,8.5,169,0.0,2016,6,169.0
10771,,62023,2016-06-15 13:20:48,Canada,2194,CAN6,Male,9.5,42-43,9.0,189,0.0,2016,6,189.0
10772,,62023,2016-06-15 13:20:48,Canada,2186,CAN6,Male,11.5,44-45,11.0,129,0.3,2016,6,90.3
10773,,62024,2016-06-15 13:35:12,Canada,2152,CAN3,Female,9.0,39-40,7.0,189,0.0,2016,6,189.0
10774,,62025,2016-06-15 14:04:00,Canada,2177,CAN5,Female,8.0,38-39,6.0,149,0.0,2016,6,149.0
10775,,62026,2016-06-15 15:01:36,United States,2227,US13,Male,10.0,43,9.5,149,0.0,2016,6,149.0
10776,,62027,2016-06-15 19:06:24,United Kingdom,2190,UK2,Male,9.5,42-43,9.0,149,0.0,2016,6,149.0
10777,,62028,2016-06-15 19:35:12,United States,2189,US1,Female,8.0,38-39,6.0,189,0.3,2016,6,132.29999999999998
10778,,62028,2016-06-15 19:35:12,United States,2206,US8,Male,14.0,47,13.5,149,0.0,2016,6,149.0
10779,,62029,2016-06-15 20:18:24,Germany,2203,GER2,Female,7.0,37-38,5.0,169,0.0,2016,6,169.0
10780,,62030,2016-06-15 21:44:48,Germany,2196,GER1,Male,11.5,44-45,11.0,139,0.0,2016,6,139.0
10781,,62031,2016-06-15 22:13:36,Germany,2180,GER2,Male,8.0,41,7.5,159,0.3,2016,6,111.3
10782,,62032,2016-06-15 22:42:24,Canada,2239,CAN5,Female,4.5,35,2.5,169,0.0,2016,6,169.0
10783,,62032,2016-06-15 22:42:24,Canada,2167,CAN2,Female,8.5,39,6.5,179,0.0,2016,6,179.0
10784,,62032,2016-06-15 22:42:24,Canada,2239,CAN5,Female,4.5,35,2.5,169,0.0,2016,6,169.0
10785,,62033,2016-06-15 23:40:00,Germany,2157,GER3,Female,7.5,38,5.5,159,0.5,2016,6,79.5
10786,,62034,2016-06-16 01:35:12,United States,2235,US13,Female,9.0,39-40,7.0,139,0.1,2016,6,125.10000000000001
10787,,62035,2016-06-16 02:04:00,Germany,2205,GER2,Male,9.0,42,8.5,199,0.1,2016,6,179.1
10788,,62036,2016-06-16 03:16:00,United States,2220,US12,Female,8.5,39,6.5,179,0.0,2016,6,179.0
10789,,62037,2016-06-16 04:56:48,United States,2221,US9,Female,8.5,39,6.5,129,0.3,2016,6,90.3
10790,,62038,2016-06-16 09:30:24,Germany,2206,GER3,Male,9.0,42,8.5,199,0.0,2016,6,199.0
10791,,62039,2016-06-16 10:13:36,United States,2213,US14,Male,9.5,42-43,9.0,179,0.0,2016,6,179.0
10792,,62040,2016-06-16 10:28:00,Germany,2179,GER1,Male,9.0,42,8.5,149,0.0,2016,6,149.0
10793,,62041,2016-06-16 11:25:36,United States,2172,US12,Male,10.0,43,9.5,159,0.5,2016,6,79.5
10794,,62042,2016-06-16 11:25:36,Germany,2168,GER1,Male,9.0,42,8.5,159,0.0,2016,6,159.0
10795,,62043,2016-06-16 12:52:00,United States,2188,US2,Female,7.0,37-38,5.0,139,0.3,2016,6,97.3
10796,,62044,2016-06-16 13:20:48,Canada,2164,CAN7,Male,10.5,43-44,10.0,169,0.2,2016,6,135.20000000000002
10797,,62044,2016-06-16 13:20:48,Canada,2194,CAN6,Male,9.5,42-43,9.0,189,0.0,2016,6,189.0
10798,,62045,2016-06-16 15:01:36,United States,2164,US13,Male,7.0,40,6.5,129,0.0,2016,6,129.0
10799,,62046,2016-06-16 15:44:48,United States,2168,US13,Female,8.0,38-39,6.0,169,0.2,2016,6,135.20000000000002
10800,,62047,2016-06-16 19:49:36,Germany,2237,GER2,Male,13.0,46,12.5,179,0.2,2016,6,143.20000000000002
10801,,62048,2016-06-16 21:44:48,Germany,2168,GER3,Male,10.5,43-44,10.0,139,0.5,2016,6,69.5
10802,,62049,2016-06-16 21:44:48,Canada,2200,CAN1,Female,9.5,40,7.5,169,0.0,2016,6,169.0
10803,,62050,2016-06-16 23:40:00,Germany,2203,GER2,Female,7.5,38,5.5,129,0.0,2016,6,129.0
10804,,62051,2016-06-17 03:16:00,United States,2159,US12,Female,7.5,38,5.5,179,0.0,2016,6,179.0
10805,,62052,2016-06-17 03:16:00,United States,2211,US13,Male,10.0,43,9.5,179,0.0,2016,6,179.0
10806,,62053,2016-06-17 04:56:48,United States,2178,US4,Female,8.5,39,6.5,189,0.1,2016,6,170.1
10807,,62054,2016-06-17 10:13:36,United States,2150,US14,Male,10.0,43,9.5,159,0.0,2016,6,159.0
10808,,62054,2016-06-17 10:13:36,United States,2239,US12,Female,9.0,39-40,7.0,129,0.5,2016,6,64.5
10809,,62054,2016-06-17 10:13:36,United States,2187,US7,Male,13.0,46,12.5,179,0.1,2016,6,161.1
10810,,62055,2016-06-17 11:11:12,United States,2227,US12,Male,10.5,43-44,10.0,189,0.3,2016,6,132.29999999999998
10811,,62056,2016-06-17 11:25:36,United States,2194,US12,Male,9.5,42-43,9.0,179,0.3,2016,6,125.3
10812,,62057,2016-06-17 11:25:36,United Kingdom,2214,UK4,Female,8.0,38-39,6.0,149,0.1,2016,6,134.1
10813,,62058,2016-06-17 12:08:48,Canada,2236,CAN7,Female,8.0,38-39,6.0,199,0.2,2016,6,159.20000000000002
10814,,62059,2016-06-17 13:20:48,Canada,2187,CAN6,Male,10.0,43,9.5,129,0.3,2016,6,90.3
10815,,62059,2016-06-17 13:20:48,Canada,2164,CAN7,Male,10.5,43-44,10.0,169,0.2,2016,6,135.20000000000002
10816,,62060,2016-06-17 14:32:48,Germany,2223,GER1,Male,11.5,44-45,11.0,149,0.0,2016,6,149.0
10817,,62061,2016-06-17 18:23:12,Germany,2239,GER2,Male,6.0,39,5.5,159,0.0,2016,6,159.0
10818,,62062,2016-06-17 19:35:12,Germany,2227,GER2,Female,8.0,38-39,6.0,189,0.0,2016,6,189.0
10819,,62062,2016-06-17 19:35:12,Germany,2201,GER3,Male,15.0,48,14.5,129,0.0,2016,6,129.0
10820,,62063,2016-06-17 19:35:12,United States,2237,US10,Female,8.0,38-39,6.0,129,0.1,2016,6,116.10000000000001
10821,,62063,2016-06-17 19:35:12,United States,2235,US13,Female,9.0,39-40,7.0,139,0.1,2016,6,125.10000000000001
10822,,62064,2016-06-17 19:35:12,Germany,2228,GER2,Male,7.5,40-41,7.0,159,0.0,2016,6,159.0
10823,,62065,2016-06-17 19:49:36,Germany,2167,GER1,Male,11.5,44-45,11.0,179,0.0,2016,6,179.0
10824,,62066,2016-06-17 22:28:00,United Kingdom,2219,UK1,Male,10.0,43,9.5,159,0.2,2016,6,127.2
10825,,62067,2016-06-17 23:40:00,Germany,2196,GER1,Male,11.5,44-45,11.0,139,0.0,2016,6,139.0
10826,,62068,2016-06-18 00:23:12,United States,2219,US13,Male,9.0,42,8.5,149,0.3,2016,6,104.3
10827,,62069,2016-06-18 01:20:48,United States,2182,US15,Female,8.0,38-39,6.0,199,0.0,2016,6,199.0
10828,,62070,2016-06-18 02:32:48,United States,2150,US15,Male,8.5,41-42,8.0,169,0.3,2016,6,118.3
10829,,62071,2016-06-18 02:47:12,Canada,2187,CAN1,Female,6.5,37,4.5,159,0.0,2016,6,159.0
10830,,62071,2016-06-18 02:47:12,Canada,2160,CAN7,Female,6.5,37,4.5,139,0.1,2016,6,125.10000000000001
10831,,62072,2016-06-18 03:16:00,Germany,2180,GER2,Male,11.0,44,10.5,159,0.5,2016,6,79.5
10832,,62073,2016-06-18 03:16:00,United States,2202,US12,Female,8.5,39,6.5,129,0.0,2016,6,129.0
10833,,62074,2016-06-18 03:30:24,Germany,2217,GER2,Female,8.5,39,6.5,139,0.3,2016,6,97.3
10834,,62075,2016-06-18 05:11:12,United States,2151,US10,Female,9.0,39-40,7.0,159,0.0,2016,6,159.0
10835,,62076,2016-06-18 10:28:00,Canada,2239,CAN5,Female,4.5,35,2.5,169,0.0,2016,6,169.0
10836,,62077,2016-06-18 11:25:36,United Kingdom,2214,UK1,Female,8.0,38-39,6.0,179,0.0,2016,6,179.0
10837,,62077,2016-06-18 11:25:36,United Kingdom,2178,UK4,Female,8.5,39,6.5,199,0.0,2016,6,199.0
10838,,62078,2016-06-18 14:32:48,United States,2238,US13,Female,7.5,38,5.5,169,0.0,2016,6,169.0
10839,,62079,2016-06-18 15:01:36,United States,2216,US15,Female,7.0,37-38,5.0,169,0.0,2016,6,169.0
10840,,62080,2016-06-18 15:16:00,United States,2219,US13,Male,10.5,43-44,10.0,139,0.0,2016,6,139.0
10841,,62081,2016-06-18 16:13:36,United Kingdom,2195,UK2,Male,7.0,40,6.5,199,0.2,2016,6,159.20000000000002
10842,,62081,2016-06-18 16:13:36,United Kingdom,2237,UK4,Male,10.0,43,9.5,199,0.3,2016,6,139.29999999999998
10843,,62082,2016-06-18 17:11:12,Germany,2182,GER2,Male,10.5,43-44,10.0,149,0.1,2016,6,134.1
10844,,62083,2016-06-18 18:23:12,Germany,2218,GER1,Female,7.5,38,5.5,129,0.0,2016,6,129.0
10845,,62084,2016-06-18 19:49:36,Germany,2167,GER1,Male,11.5,44-45,11.0,179,0.0,2016,6,179.0
10846,,62085,2016-06-18 21:16:00,Canada,2209,CAN2,Female,11.0,41-42,9.0,179,0.0,2016,6,179.0
10847,,62086,2016-06-18 21:44:48,United States,2217,US5,Male,9.5,42-43,9.0,159,0.0,2016,6,159.0
10848,,62087,2016-06-18 21:44:48,United Kingdom,2175,UK1,Female,8.0,38-39,6.0,139,0.0,2016,6,139.0
10849,,62088,2016-06-18 21:44:48,United States,2163,US3,Male,9.5,42-43,9.0,159,0.0,2016,6,159.0
10850,,62089,2016-06-18 23:25:36,Canada,2197,CAN6,Male,9.0,42,8.5,159,0.3,2016,6,111.3
10851,,62090,2016-06-19 00:23:12,United States,2186,US13,Male,9.5,42-43,9.0,149,0.0,2016,6,149.0
10852,,62091,2016-06-19 01:20:48,Germany,2231,GER1,Male,10.0,43,9.5,169,0.0,2016,6,169.0
10853,,62092,2016-06-19 01:35:12,Canada,2156,CAN7,Male,9.5,42-43,9.0,199,0.1,2016,6,179.1
10854,,62093,2016-06-19 02:32:48,Canada,2161,CAN5,Female,10.0,40-41,8.0,199,0.0,2016,6,199.0
10855,,62094,2016-06-19 03:30:24,United States,2222,US13,Male,10.5,43-44,10.0,179,0.0,2016,6,179.0
10856,,62095,2016-06-19 05:11:12,United States,2153,US15,Female,10.5,41,8.5,169,0.2,2016,6,135.20000000000002
10857,,62096,2016-06-19 09:01:36,Germany,2197,GER3,Female,8.5,39,6.5,189,0.0,2016,6,189.0
10858,,62097,2016-06-19 10:13:36,United States,2205,US12,Female,9.0,39-40,7.0,149,0.0,2016,6,149.0
10859,,62098,2016-06-19 10:28:00,United States,2191,US5,Female,12.0,42-43,10.0,179,0.0,2016,6,179.0
10860,,62099,2016-06-19 11:40:00,United States,2164,US15,Female,8.5,39,6.5,189,0.0,2016,6,189.0
10861,,62100,2016-06-19 13:20:48,United Kingdom,2147,UK1,Male,8.5,41-42,8.0,179,0.0,2016,6,179.0
10862,,62101,2016-06-19 14:32:48,Germany,2228,GER2,Male,10.5,43-44,10.0,189,0.5,2016,6,94.5
10863,,62102,2016-06-19 15:01:36,Canada,2240,CAN3,Male,10.0,43,9.5,129,0.3,2016,6,90.3
10864,,62103,2016-06-19 16:13:36,United Kingdom,2212,UK1,Male,9.0,42,8.5,139,0.1,2016,6,125.10000000000001
10865,,62103,2016-06-19 16:13:36,United Kingdom,2195,UK2,Male,7.0,40,6.5,199,0.2,2016,6,159.20000000000002
10866,,62104,2016-06-19 16:56:48,Germany,2208,GER1,Male,9.5,42-43,9.0,179,0.0,2016,6,179.0
10867,,62105,2016-06-19 19:35:12,Germany,2194,GER2,Female,8.0,38-39,6.0,189,0.1,2016,6,170.1
10868,,62106,2016-06-19 19:35:12,Germany,2229,GER2,Male,8.5,41-42,8.0,179,0.1,2016,6,161.1
10869,,62107,2016-06-19 21:16:00,Canada,2154,CAN3,Female,11.0,41-42,9.0,129,0.2,2016,6,103.2
10870,,62108,2016-06-19 22:42:24,United States,2200,US11,Female,9.0,39-40,7.0,129,0.2,2016,6,103.2
10871,,62109,2016-06-19 22:42:24,Germany,2157,GER1,Male,9.5,42-43,9.0,129,0.2,2016,6,103.2
10872,,62110,2016-06-19 23:25:36,United States,2237,US8,Female,6.5,37,4.5,189,0.5,2016,6,94.5
10873,,62111,2016-06-20 00:23:12,United States,2227,US13,Male,10.0,43,9.5,149,0.0,2016,6,149.0
10874,,62112,2016-06-20 00:23:12,United States,2184,US14,Male,9.5,42-43,9.0,179,0.0,2016,6,179.0
10875,,62112,2016-06-20 00:23:12,United States,2201,US11,Female,6.5,37,4.5,139,0.0,2016,6,139.0
10876,,62113,2016-06-20 01:20:48,Germany,2221,GER2,Male,9.5,42-43,9.0,199,0.1,2016,6,179.1
10877,,62114,2016-06-20 01:35:12,United States,2207,US15,Female,8.0,38-39,6.0,129,0.1,2016,6,116.10000000000001
10878,,62115,2016-06-20 02:47:12,Canada,2153,CAN5,Male,9.5,42-43,9.0,159,0.0,2016,6,159.0
10879,,62116,2016-06-20 03:16:00,United States,2197,US12,Male,9.5,42-43,9.0,169,0.3,2016,6,118.3
10880,,62117,2016-06-20 03:30:24,United States,2172,US13,Male,10.5,43-44,10.0,129,0.2,2016,6,103.2
10881,,62118,2016-06-20 07:20:48,Germany,2240,GER2,Male,9.0,42,8.5,169,0.0,2016,6,169.0
10882,,62119,2016-06-20 08:18:24,United States,2208,US12,Male,11.5,44-45,11.0,189,0.0,2016,6,189.0
10883,,62119,2016-06-20 08:18:24,United States,2174,US9,Male,10.0,43,9.5,159,0.3,2016,6,111.3
10884,,62120,2016-06-20 09:01:36,United Kingdom,2211,UK5,Male,12.0,45,11.5,159,0.0,2016,6,159.0
10885,,62121,2016-06-20 11:40:00,United States,2219,US13,Male,9.0,42,8.5,149,0.3,2016,6,104.3
10886,,62122,2016-06-20 12:23:12,United States,2185,US8,Male,11.0,44,10.5,129,0.1,2016,6,116.10000000000001
10887,,62123,2016-06-20 12:52:00,United States,2202,US15,Female,4.5,35,2.5,139,0.0,2016,6,139.0
10888,,62124,2016-06-20 13:20:48,Canada,2229,CAN5,Male,10.0,43,9.5,199,0.0,2016,6,199.0
10889,,62125,2016-06-20 13:20:48,United States,2206,US14,Female,7.0,37-38,5.0,199,0.0,2016,6,199.0
10890,,62126,2016-06-20 16:13:36,United Kingdom,2206,UK5,Male,9.5,42-43,9.0,179,0.2,2016,6,143.20000000000002
10891,,62126,2016-06-20 16:13:36,United Kingdom,2212,UK1,Male,9.0,42,8.5,139,0.1,2016,6,125.10000000000001
10892,,62127,2016-06-20 18:52:00,United Kingdom,2232,UK4,Female,9.0,39-40,7.0,179,0.0,2016,6,179.0
10893,,62127,2016-06-20 18:52:00,United Kingdom,2221,UK2,Male,10.0,43,9.5,129,0.0,2016,6,129.0
10894,,62128,2016-06-20 18:52:00,Canada,2195,CAN3,Male,8.5,41-42,8.0,159,0.2,2016,6,127.2
10895,,62129,2016-06-20 19:35:12,Canada,2182,CAN7,Male,11.0,44,10.5,199,0.0,2016,6,199.0
10896,,62130,2016-06-20 21:44:48,United Kingdom,2166,UK2,Male,9.0,42,8.5,189,0.5,2016,6,94.5
10897,,62131,2016-06-20 21:44:48,Germany,2197,GER2,Male,10.0,43,9.5,179,0.3,2016,6,125.3
10898,,62132,2016-06-20 22:42:24,United States,2222,US10,Male,9.0,42,8.5,159,0.2,2016,6,127.2
10899,,62133,2016-06-20 23:11:12,Germany,2166,GER3,Female,7.5,38,5.5,199,0.0,2016,6,199.0
10900,,62134,2016-06-21 00:23:12,Germany,2196,GER1,Male,10.0,43,9.5,139,0.5,2016,6,69.5
10901,,62135,2016-06-21 00:23:12,United States,2213,US14,Male,9.5,42-43,9.0,179,0.0,2016,6,179.0
10902,,62136,2016-06-21 01:35:12,United States,2182,US15,Female,8.0,38-39,6.0,199,0.0,2016,6,199.0
10903,,62137,2016-06-21 02:04:00,United Kingdom,2157,UK1,Male,13.0,46,12.5,169,0.0,2016,6,169.0
10904,,62138,2016-06-21 03:16:00,United States,2226,US12,Female,8.5,39,6.5,169,0.2,2016,6,135.20000000000002
10905,,62139,2016-06-21 07:20:48,United States,2204,US13,Male,10.0,43,9.5,189,0.1,2016,6,170.1
10906,,62139,2016-06-21 07:20:48,United States,2223,US13,Male,9.0,42,8.5,149,0.3,2016,6,104.3
10907,,62140,2016-06-21 07:20:48,Germany,2175,GER2,Male,8.5,41-42,8.0,139,0.5,2016,6,69.5
10908,,62140,2016-06-21 07:20:48,Germany,2240,GER2,Male,9.0,42,8.5,169,0.0,2016,6,169.0
10909,,62141,2016-06-21 08:18:24,United States,2213,US10,Male,13.0,46,12.5,139,0.3,2016,6,97.3
10910,,62142,2016-06-21 09:59:12,Canada,2175,CAN1,Male,8.0,41,7.5,149,0.3,2016,6,104.3
10911,,62143,2016-06-21 11:40:00,United States,2186,US13,Male,9.5,42-43,9.0,149,0.0,2016,6,149.0
10912,,62144,2016-06-21 12:52:00,Canada,2223,CAN2,Male,9.0,42,8.5,169,0.3,2016,6,118.3
10913,,62145,2016-06-21 13:20:48,Canada,2195,CAN3,Male,12.0,45,11.5,179,0.2,2016,6,143.20000000000002
10914,,62146,2016-06-21 13:20:48,United States,2164,US12,Female,7.0,37-38,5.0,189,0.2,2016,6,151.20000000000002
10915,,62147,2016-06-21 14:18:24,United States,2152,US15,Male,10.5,43-44,10.0,179,0.0,2016,6,179.0
10916,,62148,2016-06-21 15:01:36,Germany,2195,GER3,Male,9.0,42,8.5,199,0.0,2016,6,199.0
10917,,62149,2016-06-21 18:52:00,United Kingdom,2237,UK4,Male,10.0,43,9.5,199,0.3,2016,6,139.29999999999998
10918,,62149,2016-06-21 18:52:00,United Kingdom,2232,UK4,Female,9.0,39-40,7.0,179,0.0,2016,6,179.0
10919,,62150,2016-06-21 18:52:00,Canada,2164,CAN6,Male,10.0,43,9.5,199,0.0,2016,6,199.0
10920,,62151,2016-06-21 19:35:12,Canada,2186,CAN6,Male,11.5,44-45,11.0,129,0.3,2016,6,90.3
10921,,62152,2016-06-21 21:44:48,United Kingdom,2159,UK4,Male,9.5,42-43,9.0,199,0.0,2016,6,199.0
10922,,62153,2016-06-21 23:11:12,Canada,2182,CAN7,Male,11.0,44,10.5,199,0.0,2016,6,199.0
10923,,62154,2016-06-21 23:11:12,Canada,2188,CAN6,Male,9.5,42-43,9.0,149,0.3,2016,6,104.3
10924,,62155,2016-06-21 23:54:24,Germany,2222,GER2,Male,11.5,44-45,11.0,169,0.0,2016,6,169.0
10925,,62156,2016-06-22 00:08:48,United States,2186,US13,Male,9.5,42-43,9.0,169,0.0,2016,6,169.0
10926,,62157,2016-06-22 00:23:12,Canada,2197,CAN6,Male,9.0,42,8.5,159,0.3,2016,6,111.3
10927,,62158,2016-06-22 01:35:12,Germany,2231,GER1,Male,10.0,43,9.5,169,0.0,2016,6,169.0
10928,,62159,2016-06-22 02:04:00,United States,2208,US10,Female,7.0,37-38,5.0,179,0.0,2016,6,179.0
10929,,62160,2016-06-22 02:04:00,United Kingdom,2166,UK2,Male,9.0,42,8.5,189,0.5,2016,6,94.5
10930,,62161,2016-06-22 03:16:00,United States,2211,US12,Male,9.5,42-43,9.0,139,0.1,2016,6,125.10000000000001
10931,,62162,2016-06-22 03:59:12,United States,2148,US15,Female,9.0,39-40,7.0,149,0.0,2016,6,149.0
10932,,62163,2016-06-22 05:11:12,Germany,2217,GER1,Male,10.5,43-44,10.0,139,0.0,2016,6,139.0
10933,,62164,2016-06-22 07:20:48,Germany,2213,GER3,Female,10.0,40-41,8.0,159,0.3,2016,6,111.3
10934,,62165,2016-06-22 07:20:48,Germany,2166,GER2,Male,11.5,44-45,11.0,149,0.0,2016,6,149.0
10935,,62165,2016-06-22 07:20:48,Germany,2175,GER2,Male,8.5,41-42,8.0,139,0.5,2016,6,69.5
10936,,62166,2016-06-22 08:18:24,United States,2195,US4,Female,8.5,39,6.5,189,0.2,2016,6,151.20000000000002
10937,,62167,2016-06-22 09:16:00,Germany,2201,GER1,Female,10.5,41,8.5,169,0.0,2016,6,169.0
10938,,62168,2016-06-22 10:42:24,Germany,2179,GER2,Female,7.5,38,5.5,129,0.3,2016,6,90.3
10939,,62169,2016-06-22 13:20:48,Canada,2171,CAN7,Female,7.0,37-38,5.0,129,0.0,2016,6,129.0
10940,,62170,2016-06-22 14:18:24,Canada,2154,CAN7,Female,8.5,39,6.5,179,0.0,2016,6,179.0
10941,,62171,2016-06-22 15:01:36,United States,2173,US4,Female,7.5,38,5.5,149,0.2,2016,6,119.2
10942,,62172,2016-06-22 17:40:00,Germany,2162,GER1,Male,11.0,44,10.5,189,0.2,2016,6,151.20000000000002
10943,,62173,2016-06-22 18:52:00,United Kingdom,2215,UK5,Female,5.0,35-36,3.0,199,0.1,2016,6,179.1
10944,,62173,2016-06-22 18:52:00,United Kingdom,2195,UK2,Male,7.0,40,6.5,199,0.2,2016,6,159.20000000000002
10945,,62173,2016-06-22 18:52:00,United Kingdom,2237,UK4,Male,10.0,43,9.5,199,0.3,2016,6,139.29999999999998
10946,,62174,2016-06-22 19:35:12,Canada,2194,CAN6,Male,9.5,42-43,9.0,189,0.0,2016,6,189.0
10947,,62175,2016-06-22 20:47:12,Canada,2178,CAN7,Female,9.0,39-40,7.0,139,0.0,2016,6,139.0
10948,,62176,2016-06-22 21:44:48,United Kingdom,2221,UK2,Male,10.0,43,9.5,129,0.0,2016,6,129.0
10949,,62177,2016-06-22 22:13:36,Canada,2190,CAN2,Female,8.5,39,6.5,159,0.1,2016,6,143.1
10950,,62178,2016-06-22 22:42:24,Germany,2186,GER2,Male,10.0,43,9.5,189,0.5,2016,6,94.5
10951,,62179,2016-06-22 23:11:12,Canada,2186,CAN6,Male,11.5,44-45,11.0,129,0.3,2016,6,90.3
10952,,62180,2016-06-22 23:54:24,Germany,2153,GER2,Male,11.0,44,10.5,179,0.1,2016,6,161.1
10953,,62181,2016-06-23 00:08:48,Canada,2214,CAN2,Female,9.5,40,7.5,179,0.1,2016,6,161.1
10954,,62182,2016-06-23 00:52:00,Canada,2164,CAN6,Male,9.5,42-43,9.0,189,0.0,2016,6,189.0
10955,,62183,2016-06-23 01:06:24,Germany,2216,GER2,Female,9.0,39-40,7.0,199,0.3,2016,6,139.29999999999998
10956,,62184,2016-06-23 02:04:00,Canada,2183,CAN6,Male,10.0,43,9.5,129,0.0,2016,6,129.0
10957,,62185,2016-06-23 02:04:00,United Kingdom,2159,UK4,Male,9.5,42-43,9.0,199,0.0,2016,6,199.0
10958,,62186,2016-06-23 03:59:12,United Kingdom,2180,UK5,Male,9.0,42,8.5,189,0.0,2016,6,189.0
10959,,62187,2016-06-23 04:13:36,Germany,2195,GER3,Male,9.0,42,8.5,199,0.0,2016,6,199.0
10960,,62188,2016-06-23 05:11:12,Germany,2208,GER2,Male,9.5,42-43,9.0,179,0.3,2016,6,125.3
10961,,62189,2016-06-23 06:08:48,Germany,2229,GER1,Male,10.0,43,9.5,199,0.2,2016,6,159.20000000000002
10962,,62189,2016-06-23 06:08:48,Germany,2204,GER2,Male,10.5,43-44,10.0,149,0.0,2016,6,149.0
10963,,62190,2016-06-23 07:20:48,Germany,2179,GER1,Female,10.0,40-41,8.0,159,0.0,2016,6,159.0
10964,,62191,2016-06-23 09:16:00,United States,2174,US9,Male,10.0,43,9.5,159,0.3,2016,6,111.3
10965,,62192,2016-06-23 10:28:00,United States,2171,US10,Female,7.5,38,5.5,129,0.5,2016,6,64.5
10966,,62192,2016-06-23 10:28:00,United States,2217,US5,Female,10.0,40-41,8.0,179,0.0,2016,6,179.0
10967,,62193,2016-06-23 10:42:24,Germany,2149,GER1,Female,7.5,38,5.5,129,0.1,2016,6,116.10000000000001
10968,,62194,2016-06-23 12:08:48,Germany,2179,GER1,Male,9.5,42-43,9.0,199,0.0,2016,6,199.0
10969,,62195,2016-06-23 13:20:48,United States,2217,US14,Male,9.0,42,8.5,129,0.2,2016,6,103.2
10970,,62196,2016-06-23 15:59:12,United States,2238,US15,Male,10.0,43,9.5,199,0.2,2016,6,159.20000000000002
10971,,62197,2016-06-23 15:59:12,Germany,2177,GER2,Male,7.5,40-41,7.0,169,0.0,2016,6,169.0
10972,,62198,2016-06-23 17:25:36,United States,2150,US13,Male,9.5,42-43,9.0,199,0.3,2016,6,139.29999999999998
10973,,62199,2016-06-23 17:40:00,United States,2188,US8,Female,8.5,39,6.5,149,0.0,2016,6,149.0
10974,,62200,2016-06-23 20:47:12,United States,2192,US14,Male,10.5,43-44,10.0,169,0.0,2016,6,169.0
10975,,62201,2016-06-23 21:44:48,United Kingdom,2230,UK3,Male,8.0,41,7.5,129,0.5,2016,6,64.5
10976,,62202,2016-06-23 23:11:12,United States,2191,US9,Female,7.0,37-38,5.0,169,0.0,2016,6,169.0
